close,date,high,low,marketcap,open,volume
1.02,"Aug 02, 2018",1.24,0.989309,"411,995,515",1.06,"22,177,000"
1.21,"Aug 01, 2018",1.21,1.02,"430,062,048",1.11,"24,678,400"
1.11,"Jul 31, 2018",1.25,1.10,"482,593,200",1.25,"20,125,400"
1.24,"Jul 30, 2018",1.35,1.21,"522,009,496",1.35,"19,664,500"
1.34,"Jul 29, 2018",1.43,1.27,"503,106,720",1.30,"16,778,100"
1.30,"Jul 28, 2018",1.46,1.29,"505,783,872",1.31,"14,977,000"
1.30,"Jul 27, 2018",1.34,1.26,"498,500,160",1.29,"19,809,000"
1.28,"Jul 26, 2018",1.39,1.27,"526,232,512",1.36,"22,062,800"
1.36,"Jul 25, 2018",1.40,1.29,"507,143,744",1.31,"30,331,400"
1.31,"Jul 24, 2018",1.35,1.24,"504,606,080",1.30,"29,808,700"
1.30,"Jul 23, 2018",1.42,1.29,"526,972,480",1.36,"23,617,900"
1.36,"Jul 22, 2018",1.43,1.35,"535,093,024",1.38,"28,629,400"
1.38,"Jul 21, 2018",1.42,1.29,"514,020,672",1.33,"27,593,700"
1.33,"Jul 20, 2018",1.49,1.31,"576,989,888",1.49,"37,188,200"
1.49,"Jul 19, 2018",1.59,1.46,"601,990,784",1.55,"35,478,200"
1.56,"Jul 18, 2018",1.75,1.52,"629,436,416",1.62,"44,015,600"
1.63,"Jul 17, 2018",1.67,1.44,"580,465,152",1.50,"41,946,400"
1.51,"Jul 16, 2018",1.51,1.36,"530,246,304",1.37,"29,339,000"
1.37,"Jul 15, 2018",1.40,1.32,"515,167,456",1.33,"25,297,100"
1.33,"Jul 14, 2018",1.33,1.29,"513,888,960",1.33,"22,364,700"
1.33,"Jul 13, 2018",1.38,1.30,"514,349,984",1.33,"29,076,600"
1.32,"Jul 12, 2018",1.44,1.27,"558,958,784",1.44,"30,114,800"
1.44,"Jul 11, 2018",1.48,1.40,"549,954,880",1.42,"31,598,500"
1.42,"Jul 10, 2018",1.64,1.42,"633,957,760",1.64,"33,099,700"
1.63,"Jul 09, 2018",1.74,1.63,"668,249,344",1.72,"30,941,500"
1.73,"Jul 08, 2018",1.79,1.70,"671,403,008",1.73,"33,087,300"
1.74,"Jul 07, 2018",1.74,1.61,"654,441,280",1.69,"29,012,700"
1.69,"Jul 06, 2018",1.71,1.56,"648,455,488",1.67,"35,597,200"
1.68,"Jul 05, 2018",1.78,1.64,"680,124,096",1.76,"34,453,900"
1.75,"Jul 04, 2018",1.84,1.62,"646,297,472",1.67,"38,892,900"
1.67,"Jul 03, 2018",1.82,1.67,"681,561,472",1.76,"49,457,000"
1.76,"Jul 02, 2018",1.80,1.59,"645,941,056",1.67,"48,343,800"
1.66,"Jul 01, 2018",1.75,1.54,"605,721,792",1.56,"53,061,500"
1.56,"Jun 30, 2018",1.63,1.52,"590,580,992",1.52,"33,535,800"
1.52,"Jun 29, 2018",1.55,1.38,"548,172,736",1.41,"33,934,400"
1.42,"Jun 28, 2018",1.58,1.41,"588,727,744",1.52,"31,839,700"
1.52,"Jun 27, 2018",1.54,1.45,"572,805,568",1.48,"28,190,500"
1.48,"Jun 26, 2018",1.64,1.48,"633,314,432",1.63,"23,964,600"
1.63,"Jun 25, 2018",1.68,1.55,"611,286,080",1.58,"36,657,000"
1.58,"Jun 24, 2018",1.75,1.46,"677,080,128",1.75,"40,809,300"
1.75,"Jun 23, 2018",1.82,1.71,"692,568,832",1.79,"30,862,800"
1.79,"Jun 22, 2018",2.00,1.71,"772,319,616",1.99,"43,267,400"
1.99,"Jun 21, 2018",2.10,1.98,"806,087,744",2.08,"39,188,300"
2.08,"Jun 20, 2018",2.12,2.01,"816,727,616",2.11,"42,506,400"
2.11,"Jun 19, 2018",2.18,2.06,"822,090,624",2.12,"40,532,200"
2.12,"Jun 18, 2018",2.16,1.95,"771,876,928",1.99,"46,687,300"
2.00,"Jun 17, 2018",2.09,1.99,"787,264,832",2.03,"40,030,100"
2.03,"Jun 16, 2018",2.05,1.90,"780,396,288",2.02,"53,683,100"
2.01,"Jun 15, 2018",2.30,2.00,"889,305,088",2.30,"50,939,700"
2.30,"Jun 14, 2018",2.35,1.98,"799,329,600",2.00,"80,089,000"
2.00,"Jun 13, 2018",2.06,1.85,"763,177,920",1.91,"60,707,500"
1.90,"Jun 12, 2018",2.16,1.86,"865,635,456",2.16,"23,543,900"
2.17,"Jun 11, 2018",2.17,2.05,"824,937,600",2.13,"26,580,000"
2.13,"Jun 10, 2018",2.47,2.07,"955,972,288",2.47,"33,532,900"
2.47,"Jun 09, 2018",2.61,2.47,"1,007,525,120",2.60,"28,835,500"
2.60,"Jun 08, 2018",2.64,2.53,"1,008,249,536",2.60,"30,972,400"
2.60,"Jun 07, 2018",2.72,2.60,"1,033,596,224",2.67,"22,732,300"
2.67,"Jun 06, 2018",2.70,2.60,"1,042,336,384",2.69,"22,381,700"
2.69,"Jun 05, 2018",2.73,2.54,"1,028,360,768",2.66,"29,884,200"
2.65,"Jun 04, 2018",2.87,2.60,"1,097,188,224",2.83,"35,168,300"
2.82,"Jun 03, 2018",2.90,2.77,"1,077,646,336",2.78,"32,290,100"
2.78,"Jun 02, 2018",2.84,2.68,"1,053,869,952",2.72,"34,864,300"
2.72,"Jun 01, 2018",2.82,2.66,"1,077,764,736",2.78,"48,660,500"
2.77,"May 31, 2018",2.85,2.61,"1,030,267,712",2.66,"51,880,600"
2.68,"May 30, 2018",2.82,2.54,"1,014,379,200",2.62,"61,928,800"
2.62,"May 29, 2018",2.69,2.20,"854,290,624",2.21,"66,451,400"
2.21,"May 28, 2018",2.54,2.20,"976,056,960",2.52,"41,994,900"
2.52,"May 27, 2018",2.61,2.47,"1,011,665,984",2.61,"31,561,200"
2.61,"May 26, 2018",2.77,2.61,"1,029,933,696",2.66,"16,186,100"
2.67,"May 25, 2018",2.84,2.62,"1,097,687,808",2.83,"19,931,000"
2.82,"May 24, 2018",2.85,2.56,"1,043,377,216",2.69,"32,746,800"
2.69,"May 23, 2018",3.11,2.66,"1,189,502,464",3.07,"39,825,300"
3.07,"May 22, 2018",3.49,3.04,"1,348,052,096",3.48,"32,143,500"
3.48,"May 21, 2018",3.65,3.43,"1,409,484,672",3.64,"24,410,000"
3.64,"May 20, 2018",3.71,3.49,"1,369,320,832",3.54,"24,386,700"
3.53,"May 19, 2018",3.64,3.49,"1,407,342,592",3.63,"20,808,400"
3.63,"May 18, 2018",3.64,3.42,"1,381,471,360",3.57,"32,009,200"
3.56,"May 17, 2018",3.94,3.52,"1,489,691,136",3.85,"36,797,300"
3.84,"May 16, 2018",4.02,3.69,"1,551,006,208",4.01,"45,163,000"
4.01,"May 15, 2018",4.43,3.99,"1,564,251,904",4.04,"108,231,000"
4.01,"May 14, 2018",4.11,3.81,"1,578,690,560",4.08,"52,261,900"
4.08,"May 13, 2018",4.18,3.85,"1,526,042,880",3.94,"46,177,800"
3.94,"May 12, 2018",4.22,3.65,"1,609,132,416",4.16,"96,616,400"
4.11,"May 11, 2018",4.42,3.45,"1,496,162,048",3.86,"236,936,992"
3.87,"May 10, 2018",4.31,3.85,"1,628,842,880",4.21,"37,495,800"
4.21,"May 09, 2018",4.41,4.10,"1,709,170,688",4.41,"40,110,400"
4.46,"May 08, 2018",4.49,4.12,"1,662,773,120",4.29,"54,016,300"
4.28,"May 07, 2018",4.33,3.96,"1,649,858,432",4.26,"40,395,400"
4.27,"May 06, 2018",4.43,4.09,"1,709,020,544",4.41,"35,434,400"
4.42,"May 05, 2018",4.54,4.37,"1,759,016,448",4.54,"45,955,200"
4.56,"May 04, 2018",4.57,4.19,"1,706,440,192",4.41,"73,150,400"
4.40,"May 03, 2018",4.59,4.34,"1,693,314,560",4.37,"85,571,696"
4.37,"May 02, 2018",4.41,4.29,"1,698,883,072",4.39,"46,918,400"
4.41,"May 01, 2018",4.43,4.01,"1,679,076,480",4.34,"66,976,200"
4.34,"Apr 30, 2018",4.69,4.26,"1,815,432,064",4.69,"94,284,096"
4.71,"Apr 29, 2018",4.87,4.40,"1,870,784,384",4.83,"110,776,000"
4.83,"Apr 28, 2018",4.90,4.30,"1,665,908,096",4.30,"130,961,000"
4.30,"Apr 27, 2018",4.80,4.13,"1,662,168,960",4.29,"184,250,000"
4.29,"Apr 26, 2018",4.30,3.59,"1,442,556,800",3.73,"80,946,096"
3.71,"Apr 25, 2018",4.39,3.57,"1,655,560,832",4.28,"124,581,000"
4.30,"Apr 24, 2018",4.34,3.82,"1,486,689,664",3.84,"187,056,992"
3.84,"Apr 23, 2018",3.85,3.44,"1,335,134,336",3.45,"82,369,600"
3.45,"Apr 22, 2018",3.53,3.35,"1,337,069,056",3.45,"35,982,800"
3.47,"Apr 21, 2018",3.62,3.19,"1,353,799,552",3.50,"57,491,800"
3.50,"Apr 20, 2018",3.56,3.13,"1,276,481,536",3.30,"70,875,200"
3.29,"Apr 19, 2018",3.34,3.11,"1,230,658,176",3.18,"63,456,600"
3.18,"Apr 18, 2018",3.22,2.79,"1,080,437,248",2.79,"61,234,200"
2.79,"Apr 17, 2018",2.89,2.76,"1,095,772,160",2.83,"37,985,200"
2.83,"Apr 16, 2018",2.84,2.64,"1,068,227,392",2.76,"80,271,504"
2.75,"Apr 15, 2018",2.76,2.48,"977,599,936",2.52,"42,291,900"
2.51,"Apr 14, 2018",2.59,2.46,"955,983,616",2.47,"25,272,700"
2.48,"Apr 13, 2018",2.70,2.44,"994,248,448",2.57,"63,496,900"
2.56,"Apr 12, 2018",2.58,2.21,"862,098,432",2.23,"103,899,000"
2.24,"Apr 11, 2018",2.32,2.08,"818,755,968",2.12,"69,454,400"
2.11,"Apr 10, 2018",2.15,1.95,"778,666,304",2.01,"45,542,800"
2.01,"Apr 09, 2018",2.17,1.95,"802,164,608",2.07,"49,826,500"
2.07,"Apr 08, 2018",2.10,2.03,"792,850,560",2.05,"38,454,700"
2.04,"Apr 07, 2018",2.15,1.88,"732,886,144",1.89,"66,868,800"
1.89,"Apr 06, 2018",1.98,1.83,"757,199,296",1.96,"31,609,000"
1.96,"Apr 05, 2018",2.06,1.90,"796,542,208",2.06,"36,758,700"
2.06,"Apr 04, 2018",2.33,2.04,"895,132,352",2.31,"35,026,400"
2.32,"Apr 03, 2018",2.33,2.10,"820,582,016",2.12,"50,196,300"
2.12,"Apr 02, 2018",2.17,2.02,"797,279,616",2.06,"40,586,500"
2.06,"Apr 01, 2018",2.23,1.90,"854,976,128",2.21,"46,232,600"
2.21,"Mar 31, 2018",2.38,2.18,"881,826,304",2.28,"48,282,500"
2.28,"Mar 30, 2018",2.47,2.15,"905,606,912",2.34,"87,909,800"
2.33,"Mar 29, 2018",2.87,2.32,"1,101,449,472",2.85,"83,604,096"
2.85,"Mar 28, 2018",2.99,2.80,"1,093,612,800",2.83,"69,542,800"
2.84,"Mar 27, 2018",3.08,2.75,"1,179,270,784",3.05,"100,465,000"
3.06,"Mar 26, 2018",3.53,2.86,"1,361,055,232",3.52,"113,860,000"
3.51,"Mar 25, 2018",3.68,3.39,"1,377,996,288",3.56,"112,771,000"
3.64,"Mar 24, 2018",4.19,3.62,"1,564,345,984",4.04,"153,999,008"
4.06,"Mar 23, 2018",4.22,3.08,"1,387,792,512",3.59,"598,299,008"
3.59,"Mar 22, 2018",3.99,3.28,"1,344,440,832",3.48,"132,270,000"
3.47,"Mar 21, 2018",3.70,2.62,"1,031,503,616",2.67,"235,402,000"
2.62,"Mar 20, 2018",2.74,2.14,"918,344,192",2.38,"48,542,400"
2.35,"Mar 19, 2018",2.35,1.97,"806,368,512",2.09,"39,146,200"
2.07,"Mar 18, 2018",2.10,1.59,"751,867,712",1.95,"35,447,300"
1.96,"Mar 17, 2018",2.25,1.89,"869,144,832",2.25,"25,180,000"
2.25,"Mar 16, 2018",2.39,2.16,"876,745,024",2.27,"24,701,000"
2.27,"Mar 15, 2018",2.43,2.16,"918,183,040",2.38,"31,307,700"
2.38,"Mar 14, 2018",3.14,2.28,"1,120,273,792",2.90,"55,190,300"
2.88,"Mar 13, 2018",2.94,2.59,"1,013,497,984",2.62,"37,901,500"
2.64,"Mar 12, 2018",2.86,2.54,"1,069,073,408",2.77,"15,110,200"
2.78,"Mar 11, 2018",2.82,2.37,"954,506,304",2.47,"9,918,750"
2.47,"Mar 10, 2018",2.83,2.43,"1,033,762,624",2.68,"12,162,200"
2.72,"Mar 09, 2018",2.73,2.20,"997,344,896",2.59,"19,856,200"
2.61,"Mar 08, 2018",3.07,2.60,"1,157,398,016",3.00,"18,798,000"
3.00,"Mar 07, 2018",3.47,2.68,"1,317,655,424",3.41,"33,020,700"
3.42,"Mar 06, 2018",3.59,3.26,"1,374,390,784",3.56,"28,737,100"
3.59,"Mar 05, 2018",3.67,3.54,"1,405,146,624",3.64,"16,088,900"
3.64,"Mar 04, 2018",3.75,3.52,"1,412,180,096",3.66,"16,649,900"
3.66,"Mar 03, 2018",3.88,3.61,"1,432,205,440",3.71,"17,486,200"
3.71,"Mar 02, 2018",3.88,3.59,"1,470,816,512",3.81,"19,446,700"
3.81,"Mar 01, 2018",3.86,3.50,"1,369,151,104",3.55,"20,427,300"
3.55,"Feb 28, 2018",4.02,3.55,"1,553,019,904",4.02,"28,413,100"
4.03,"Feb 27, 2018",4.10,3.89,"1,554,799,232",4.03,"23,394,200"
4.00,"Feb 26, 2018",4.25,3.83,"1,496,622,592",3.87,"57,012,300"
3.87,"Feb 25, 2018",3.91,3.64,"1,477,026,560",3.82,"20,438,700"
3.83,"Feb 24, 2018",4.10,3.62,"1,524,150,144",3.94,"18,201,100"
3.95,"Feb 23, 2018",4.20,3.64,"1,451,453,696",3.76,"29,152,600"
3.76,"Feb 22, 2018",4.34,3.66,"1,547,277,440",4.00,"35,044,500"
4.02,"Feb 21, 2018",4.57,3.89,"1,615,597,952",4.19,"49,737,300"
4.16,"Feb 20, 2018",4.84,4.12,"1,852,597,760",4.80,"52,935,400"
4.81,"Feb 19, 2018",4.94,4.68,"1,810,200,704",4.69,"35,274,700"
4.71,"Feb 18, 2018",5.40,4.62,"2,085,547,520",5.40,"48,768,400"
5.39,"Feb 17, 2018",5.78,4.82,"1,888,860,672",4.89,"97,824,896"
4.85,"Feb 16, 2018",4.97,4.50,"1,839,773,440",4.82,"41,488,100"
4.86,"Feb 15, 2018",4.88,4.31,"1,692,875,776",4.44,"57,393,200"
4.42,"Feb 14, 2018",4.52,3.89,"1,493,022,592",3.91,"46,688,800"
3.94,"Feb 13, 2018",4.32,3.86,"1,619,739,136",4.25,"35,776,400"
4.25,"Feb 12, 2018",4.48,3.86,"1,471,540,992",3.86,"51,677,700"
3.80,"Feb 11, 2018",4.15,3.42,"1,542,153,216",4.04,"55,951,900"
4.09,"Feb 10, 2018",4.71,3.78,"1,744,969,088",4.57,"57,370,900"
4.57,"Feb 09, 2018",4.58,4.10,"1,657,679,232",4.35,"10,375,600"
4.33,"Feb 08, 2018",4.50,3.82,"1,458,375,808",3.82,"99,461,296"
3.81,"Feb 07, 2018",4.84,3.74,"1,672,258,176",4.38,"90,748,200"
4.41,"Feb 06, 2018",4.70,2.40,"1,175,925,760",3.08,"163,330,000"
3.08,"Feb 05, 2018",4.35,2.58,"1,630,109,056",4.27,"83,113,104"
4.36,"Feb 04, 2018",5.48,4.03,"2,074,468,224",5.44,"54,855,100"
5.43,"Feb 03, 2018",5.96,4.71,"2,021,095,296",5.30,"47,213,900"
5.30,"Feb 02, 2018",6.08,3.77,"2,319,702,272",6.08,"94,399,400"
6.09,"Feb 01, 2018",7.75,5.43,"2,942,888,192",7.72,"128,136,000"
7.68,"Jan 31, 2018",8.82,7.15,"3,151,000,576",8.27,"178,996,992"
8.27,"Jan 30, 2018",10.08,7.94,"3,628,282,880",9.52,"205,956,992"
9.47,"Jan 29, 2018",9.63,8.62,"3,582,478,848",9.43,"120,820,000"
9.41,"Jan 28, 2018",9.63,7.91,"3,017,345,024",7.94,"154,715,008"
7.86,"Jan 27, 2018",8.07,7.67,"3,012,178,176",7.93,"42,756,600"
7.94,"Jan 26, 2018",8.10,6.94,"2,972,130,816",7.82,"65,230,500"
7.84,"Jan 25, 2018",8.73,7.65,"3,183,379,200",8.38,"84,307,600"
8.34,"Jan 24, 2018",9.30,7.51,"3,079,561,728",8.10,"184,779,008"
8.12,"Jan 23, 2018",8.73,7.18,"3,087,206,144",8.12,"87,696,600"
8.16,"Jan 22, 2018",9.30,7.38,"3,427,665,152",9.02,"85,710,096"
8.88,"Jan 21, 2018",10.33,8.38,"3,909,764,864",10.29,"79,298,200"
10.33,"Jan 20, 2018",10.68,8.54,"3,243,752,960",8.54,"118,950,000"
8.43,"Jan 19, 2018",8.77,7.38,"2,985,449,216",7.86,"77,194,800"
7.93,"Jan 18, 2018",8.70,6.95,"2,851,868,160",7.50,"91,459,000"
7.47,"Jan 17, 2018",8.12,4.99,"2,831,513,088",7.45,"106,760,000"
7.51,"Jan 16, 2018",9.91,5.82,"3,759,914,496",9.89,"113,491,000"
9.87,"Jan 15, 2018",10.78,9.49,"4,031,391,488",10.61,"95,147,400"
10.59,"Jan 14, 2018",10.83,9.47,"3,752,666,368",9.91,"106,777,000"
9.92,"Jan 13, 2018",10.42,9.41,"3,755,245,056",9.92,"107,243,000"
9.96,"Jan 12, 2018",10.35,8.66,"3,481,211,136",9.20,"114,801,000"
9.20,"Jan 11, 2018",11.68,7.76,"4,189,066,496",11.07,"200,895,008"
11.04,"Jan 10, 2018",12.33,10.31,"4,645,355,008",12.27,"151,608,992"
12.19,"Jan 09, 2018",12.64,10.34,"3,928,182,784",10.38,"259,024,000"
10.41,"Jan 08, 2018",11.28,8.87,"3,730,785,792",9.86,"227,863,008"
9.92,"Jan 07, 2018",10.50,7.76,"2,947,305,216",7.79,"283,777,984"
7.76,"Jan 06, 2018",7.94,6.76,"2,607,474,432",6.89,"149,783,008"
6.84,"Jan 05, 2018",7.89,6.37,"2,765,274,112",7.31,"161,902,000"
7.24,"Jan 04, 2018",8.08,6.78,"2,794,050,048",7.40,"160,103,008"
7.34,"Jan 03, 2018",7.41,6.25,"2,446,915,840",6.48,"147,000,000"
6.49,"Jan 02, 2018",7.11,5.68,"2,328,007,680",6.18,"159,428,992"
6.16,"Jan 01, 2018",6.43,4.98,"2,017,570,944",5.35,"103,225,000"
5.35,"Dec 31, 2017",5.51,5.02,"1,952,284,032",5.18,"62,230,900"
5.20,"Dec 30, 2017",5.53,4.77,"2,082,763,136",5.53,"65,365,800"
5.51,"Dec 29, 2017",6.04,5.20,"2,004,516,608",5.84,"72,316,600"
5.79,"Dec 28, 2017",6.04,4.44,"1,465,883,008",5.13,"143,200,992"
5.19,"Dec 27, 2017",6.28,4.83,"1,794,831,488",6.28,"124,386,000"
6.18,"Dec 26, 2017",7.34,4.97,"1,998,528,768",6.99,"217,604,992"
6.91,"Dec 25, 2017",7.10,4.40,-,4.40,"200,710,000"
4.34,"Dec 24, 2017",4.34,3.25,-,4.12,"51,895,300"
4.06,"Dec 23, 2017",4.39,2.75,-,2.75,"96,608,400"
2.73,"Dec 22, 2017",3.13,1.97,-,2.94,"55,008,500"
2.91,"Dec 21, 2017",2.99,2.14,-,2.16,"86,107,904"
2.16,"Dec 20, 2017",2.21,1.88,"427,607,520",2.14,"46,317,300"
2.14,"Dec 19, 2017",2.44,2.04,-,2.14,"52,223,100"
2.16,"Dec 18, 2017",3.54,1.55,-,2.83,"206,304,992"
2.83,"Dec 17, 2017",3.24,2.25,-,2.60,"219,214"
2.60,"Dec 16, 2017",3.26,2.37,-,2.40,"209,230"
2.40,"Dec 15, 2017",2.70,1.90,-,2.03,"130,752"
2.02,"Dec 14, 2017",2.13,1.92,-,2.02,"35,517"
2.03,"Dec 13, 2017",2.31,1.86,-,2.11,"60,800"
2.11,"Dec 12, 2017",2.35,1.90,-,1.97,"162,836"
1.98,"Dec 11, 2017",2.05,1.69,-,1.75,"76,913"
1.76,"Dec 10, 2017",1.93,1.61,-,1.88,"83,091"
1.88,"Dec 09, 2017",1.91,1.59,-,1.78,"68,996"
1.78,"Dec 08, 2017",1.84,1.51,-,1.78,"87,178"
1.90,"Dec 07, 2017",2.07,1.64,-,1.75,"199,030"
1.75,"Dec 06, 2017",1.81,1.57,-,1.58,"216,482"
1.58,"Dec 05, 2017",1.68,1.16,-,1.16,"62,904"
1.16,"Dec 04, 2017",1.59,1.15,-,1.55,"95,590"
1.55,"Dec 03, 2017",1.65,1.43,-,1.62,"37,541"
1.62,"Dec 02, 2017",1.64,1.46,-,1.46,"25,697"
1.46,"Dec 01, 2017",1.65,1.26,-,1.35,"97,184"
1.35,"Nov 30, 2017",1.63,1.11,-,1.12,"23,448"
1.10,"Nov 29, 2017",1.74,1.09,-,1.63,"90,903"
1.62,"Nov 28, 2017",1.63,1.40,-,1.40,"117,213"
1.45,"Nov 27, 2017",1.66,1.00,-,1.00,"126,392"
1.00,"Nov 26, 2017",1.18,0.959147,-,1.13,"52,840"
1.19,"Nov 25, 2017",1.20,1.09,-,1.10,"12,393"
1.10,"Nov 24, 2017",1.11,0.973021,-,1.01,"63,073"
